gid,n,e,tmpl_acl,prune_s,err
3114,118,5569,8.093,0.22,
3115,118,6091,8.568,0.17,
3117,120,5400,7.75,0.21,
3118,120,6000,8.333,0.18,
3119,120,6000,8.333,0.18,
3120,120,6171,8.417,0.15,
3121,124,3844,4.75,0.22,
3123,126,5292,7.167,0.25,
3124,126,6350,8.484,0.23,
3125,126,6945,9.063,0.28,
3126,128,6826,8.828,0.27,
3127,128,7021,8.922,0.28,
3128,129,6240,8.364,0.25,
3129,133,4422,5.0,0.17,
3130,135,6075,7.667,0.21,
3131,135,7290,9.0,0.21,
3132,135,7973,9.511,0.17,
3133,137,7820,9.759,0.37,
3134,137,8043,9.861,0.38,
3135,138,7141,8.877,0.37,
3136,142,5041,5.254,0.28,
3137,144,6912,7.833,0.39,
3138,144,8294,9.514,0.23,
3139,144,9072,10.0,0.25,
3140,147,8103,9.388,0.3,
3141,147,9003,10.17,0.27,
3142,147,9261,10.361,0.28,
3143,152,5776,5.5,0.29,
3144,154,7905,8.656,0.4,
3145,154,9486,10.409,0.4,
3146,154,10375,10.929,0.34,
3147,157,10270,10.656,0.34,
3148,157,10563,10.854,0.34,
3149,158,9361,9.867,0.37,
3150,162,6561,6.0,0.33,
3151,165,9075,9.164,0.44,
3152,165,10890,10.8,0.36,
3153,165,11910,11.442,0.29,
3154,168,11760,11.167,0.37,
3155,168,12096,11.286,0.3,
3156,169,10710,10.615,0.54,
3157,174,7569,6.253,0.77,
3158,177,10443,9.831,0.93,
3159,177,12531,11.695,0.94,
3160,177,13706,12.429,0.81,
3161,180,12150,11.122,0.91,
3162,180,13500,12.083,0.8,
3163,180,13885,12.289,0.81,
3350,5,10,1.2,0.0,
3351,6,12,1.333,0.0,
3352,7,14,1.143,0.0,
3353,7,21,1.429,0.0,
3354,7,14,1.429,0.0,
3355,8,16,1.0,0.0,
3356,8,24,1.5,0.0,
3357,8,16,1.5,0.0,
3358,9,18,1.444,0.0,
3359,9,27,1.778,0.0,
3360,9,36,2.111,0.0,
3361,9,18,1.667,0.0,
3362,10,20,1.4,0.0,
3363,10,30,1.7,0.0,
3364,10,40,2.0,0.0,
3365,10,20,1.7,0.0,
3366,11,22,1.636,0.0,
3367,11,33,1.909,0.0,
3368,11,44,2.091,0.0,
3369,11,22,1.727,0.0,
3370,11,33,2.091,0.0,
3371,12,24,1.583,0.0,
3372,12,36,1.917,0.0,
3373,12,48,1.917,0.0,
3374,12,24,1.833,0.0,
3375,12,36,2.167,0.0,
3376,13,26,1.615,0.0,
3377,13,52,2.077,0.0,
3378,13,39,2.077,0.0,
3379,14,28,1.571,0.0,
3380,14,42,1.929,0.0,
3381,14,56,2.0,0.0,
3382,14,28,1.857,0.0,
3383,15,45,1.933,0.0,
3384,15,30,1.8,0.0,
3385,15,45,2.067,0.0,
3386,16,32,1.562,0.0,
3387,16,64,2.0,0.0,
3388,16,48,2.062,0.0,
3389,17,34,1.706,0.0,
3390,17,51,2.118,0.0,
3391,17,34,1.824,0.0,
3392,18,54,2.0,0.0,
3393,18,72,2.111,0.0,
3394,18,36,1.833,0.0,
3395,18,54,2.389,0.0,
3396,19,38,1.737,0.0,
3397,19,76,2.158,0.0,
3398,19,57,2.421,0.0,
3399,20,60,2.05,0.0,
3400,20,40,1.9,0.0,
3401,21,42,1.714,0.0,
3402,21,84,2.19,0.0,
3403,21,63,2.381,0.0,
3404,22,66,2.045,0.0,
3405,22,44,1.909,0.0,
3406,23,46,1.652,0.0,
3407,23,92,2.174,0.0,
3408,24,72,2.0,0.0,
3409,24,48,1.833,0.0,
3410,24,72,2.333,0.0,
3411,25,50,1.64,0.0,
3412,26,104,2.231,0.0,
3413,26,78,2.5,0.0,
3414,27,81,2.111,0.0,
3415,27,54,1.926,0.0,
3416,28,56,1.679,0.0,
3417,28,112,2.286,0.0,
3418,29,87,2.138,0.0,
3419,29,58,1.966,0.0,
3420,29,87,2.448,0.0,
3421,31,62,1.581,0.0,
3422,31,124,2.29,0.0,
3423,31,93,2.419,0.0,
3424,32,96,2.062,0.0,
3425,32,64,1.906,0.0,
3426,34,68,1.559,0.0,
3427,34,136,2.324,0.0,
3428,35,105,2.143,0.0,
3429,35,70,1.971,0.0,
3430,35,105,2.571,0.0,
3431,37,74,1.595,0.0,
3432,38,152,2.368,0.0,
3433,38,114,2.526,0.0,
3434,39,117,2.103,0.0,
3435,39,78,1.949,0.0,
3436,41,82,1.585,0.0,
3437,41,164,2.415,0.0,
3438,42,126,2.595,0.0,
3439,43,129,2.163,0.0,
3440,43,86,1.977,0.0,
3441,45,90,1.578,0.0,
3442,45,180,2.4,0.01,
3443,46,138,2.543,0.0,
3444,47,141,2.149,0.0,
3445,47,94,1.979,0.0,
3446,49,98,1.571,0.0,
3447,50,200,2.4,0.01,
3448,51,153,2.627,0.0,
3449,52,156,2.173,0.0,
3450,52,104,2.0,0.0,
3451,54,108,1.537,0.0,
3452,55,220,2.4,0.01,
3453,56,168,2.571,0.0,
3454,57,171,2.193,0.01,
3455,57,114,1.982,0.01,
3456,60,120,1.583,0.01,
3457,61,244,2.443,0.01,
3458,61,183,2.607,0.01,
3459,63,189,2.175,0.01,
3460,63,126,2.0,0.01,
3461,66,132,1.53,0.01,
3462,67,268,2.448,0.01,
3463,67,201,2.657,0.01,
3464,69,207,2.203,0.01,
3465,69,138,2.029,0.01,
3466,72,144,1.542,0.01,
3467,73,292,2.479,0.01,
3468,74,222,2.662,0.01,
3469,76,228,2.197,0.01,
3470,76,152,2.026,0.01,
3471,79,158,1.532,0.01,
3472,81,324,2.481,0.01,
3473,81,243,2.642,0.01,
3474,83,249,2.205,0.01,
3475,83,166,2.024,0.01,
3476,87,174,1.529,0.01,
3477,89,356,2.494,0.02,
3478,90,270,2.678,0.01,
3479,92,276,2.207,0.02,
3480,92,184,2.033,0.02,
3481,96,192,1.531,0.01,
3482,98,392,2.48,0.02,
3483,98,294,2.684,0.02,
3484,101,303,2.218,0.02,
3485,101,202,2.04,0.02,
3486,106,212,1.519,0.02,
3487,107,428,2.495,0.03,
3488,108,324,2.685,0.03,
3489,111,333,2.207,0.03,
3490,111,222,2.027,0.02,
3491,116,232,1.543,0.02,
3492,118,472,2.5,0.04,
3493,119,357,2.681,0.02,
3494,122,366,2.213,0.03,
3495,122,244,2.033,0.02,
3496,128,256,1.523,0.02,
3497,130,520,2.5,0.03,
3498,131,393,2.702,0.04,
3499,134,402,2.216,0.04,
3500,134,268,2.037,0.04,
3501,141,282,1.525,0.04,
3502,143,572,2.503,0.07,
3503,144,432,2.674,0.06,
3504,148,444,2.223,0.06,
3505,148,296,2.041,0.05,
3506,155,310,1.529,0.06,
3507,157,628,2.516,0.09,
3508,159,477,2.686,0.08,
3509,163,489,2.227,0.08,
3510,163,326,2.043,0.06,
3511,170,340,1.512,0.06,
3512,173,692,2.52,0.08,
3513,174,522,2.695,0.07,
3514,179,537,2.229,0.06,
3515,179,358,2.045,0.06,
3800,8,12,1.0,0.0,
3801,10,15,1.4,0.0,
3802,12,18,1.833,0.0,
3803,12,18,1.833,0.0,
3804,12,18,1.833,0.0,
3805,14,21,1.786,0.0,
3806,14,21,1.929,0.0,
3807,14,21,1.929,0.0,
3808,16,24,1.875,0.0,
3809,28,42,2.286,0.0,
3810,16,24,1.875,0.0,
3811,16,24,1.875,0.0,
3812,16,24,1.875,0.0,
3813,18,27,2.056,0.0,
3814,18,27,2.111,0.0,
3815,18,27,2.111,0.0,
3816,62,93,3.419,0.01,
3817,18,27,2.167,0.0,
3818,20,30,2.05,0.0,
3819,20,30,2.3,0.0,
3820,20,30,2.3,0.0,
3821,108,162,4.87,0.02,
3822,20,30,2.1,0.0,
3823,22,33,2.182,0.0,
3824,22,33,2.273,0.0,
3825,22,33,2.273,0.0,
3827,22,33,2.364,0.0,
3829,22,33,2.318,0.0,
3830,24,36,2.042,0.0,
3831,24,36,2.208,0.0,
3832,24,36,2.208,0.0,
3834,24,36,2.208,0.0,
3835,26,39,2.423,0.0,
3836,26,39,2.423,0.0,
3838,26,39,2.423,0.0,
3839,26,39,2.462,0.0,
3840,26,39,2.462,0.0,
3841,26,39,2.5,0.0,
3842,26,39,2.5,0.0,
3843,28,42,2.286,0.0,
3844,28,42,2.429,0.0,
3845,28,42,2.429,0.0,
3846,28,42,2.429,0.0,
3847,28,42,2.429,0.0,
3848,28,42,2.393,0.0,
3849,28,42,2.393,0.0,
3851,30,45,2.567,0.0,
3853,30,45,2.633,0.0,
3854,32,48,2.5,0.0,
3855,32,48,2.656,0.0,
3856,32,48,2.656,0.0,
3857,12,18,1.833,0.0,
3858,32,48,2.688,0.0,
3859,16,24,1.875,0.0,
3860,32,48,2.625,0.0,
3861,32,48,2.562,0.0,
3862,32,48,2.562,0.0,
3863,34,51,2.529,0.0,
3864,34,51,2.647,0.0,
3865,34,51,2.647,0.0,
3866,34,51,2.735,0.0,
3867,34,51,2.735,0.0,
3868,36,54,2.833,0.0,
3869,36,54,2.833,0.0,
3870,36,54,2.778,0.0,
3871,36,54,2.778,0.0,
3872,36,54,2.833,0.0,
3873,36,54,2.833,0.0,
3874,92,138,4.5,0.02,
3875,36,54,2.778,0.0,
3876,116,174,5.25,0.03,
3877,36,54,2.694,0.0,
3878,146,219,6.178,0.06,
3879,38,57,2.763,0.0,
3880,38,57,2.842,0.0,
3881,38,57,2.842,0.0,
3882,40,60,2.7,0.0,
3884,40,60,2.875,0.0,
3885,40,60,2.9,0.0,
3886,40,60,2.9,0.0,
3887,40,60,2.925,0.0,
3888,40,60,2.925,0.0,
3890,40,60,2.9,0.0,
3892,40,60,2.85,0.0,
3893,40,60,2.775,0.0,
3894,40,60,2.775,0.0,
3896,42,63,2.881,0.0,
3897,42,63,3.071,0.0,
3898,42,63,3.071,0.0,
3899,44,66,2.864,0.0,
3901,44,66,3.045,0.0,
3903,44,66,3.045,0.0,
3905,44,66,3.114,0.0,
3906,44,66,3.114,0.0,
3907,44,66,3.114,0.0,
3908,44,66,3.023,0.0,
3909,44,66,3.023,0.0,
3911,44,66,2.977,0.0,
3912,16,24,1.875,0.0,
3913,46,69,3.022,0.0,
3914,20,30,2.3,0.0,
3915,46,69,3.152,0.0,
3916,48,72,3.25,0.0,
3917,48,72,3.25,0.0,
3918,50,75,3.06,0.0,
3919,50,75,3.26,0.0,
3920,50,75,3.26,0.0,
3921,44,66,3.045,0.0,
3922,50,75,3.28,0.0,
3923,56,84,3.411,0.0,
3924,50,75,3.3,0.0,
3925,50,75,3.32,0.0,
3926,50,75,3.32,0.0,
3927,50,75,3.3,0.0,
3928,50,75,3.3,0.0,
3929,110,165,5.155,0.02,
3930,50,75,3.28,0.0,
3931,138,207,6.029,0.03,
3932,50,75,3.22,0.0,
3933,172,258,7.105,0.07,
3934,52,78,3.25,0.0,
3935,54,81,3.185,0.0,
3936,54,81,3.426,0.0,
3937,54,81,3.426,0.0,
3938,56,84,3.411,0.0,
3939,56,84,3.411,0.0,
3941,56,84,3.429,0.0,
3943,56,84,3.482,0.0,
3944,56,84,3.536,0.0,
3945,56,84,3.536,0.0,
3946,56,84,3.5,0.0,
3947,56,84,3.5,0.0,
3949,56,84,3.5,0.0,
3950,56,84,3.464,0.0,
3951,56,84,3.464,0.0,
3952,58,87,3.431,0.01,
3953,58,87,3.431,0.01,
3954,60,90,3.667,0.01,
3955,60,90,3.667,0.01,
3956,62,93,3.419,0.01,
3958,62,93,3.645,0.01,
3959,62,93,3.677,0.01,
3960,62,93,3.677,0.01,
3961,62,93,3.71,0.01,
3962,62,93,3.71,0.01,
3963,62,93,3.79,0.01,
3964,62,93,3.79,0.01,
3965,62,93,3.758,0.01,
3966,62,93,3.758,0.01,
3967,26,39,2.462,0.0,
3968,64,96,3.844,0.01,
3969,32,48,2.688,0.0,
3970,64,96,3.812,0.01,
3971,66,99,3.667,0.01,
3972,66,99,3.667,0.01,
3973,50,75,3.28,0.0,
3974,66,99,3.848,0.01,
3975,68,102,3.618,0.01,
3976,70,105,3.914,0.01,
3977,70,105,3.914,0.01,
3978,70,105,3.871,0.01,
3979,70,105,3.871,0.01,
3980,110,165,5.164,0.03,
3981,70,105,3.957,0.01,
3982,70,105,4.057,0.0,
3983,70,105,4.057,0.0,
3984,70,105,4.043,0.0,
3985,70,105,4.043,0.0,
3987,70,105,4.029,0.0,
3989,72,108,4.056,0.0,
3991,74,111,3.905,0.01,
3993,74,111,4.122,0.01,
3994,78,117,3.91,0.01,
3996,78,117,4.141,0.01,
3997,78,117,4.154,0.01,
3998,78,117,4.154,0.01,
3999,78,117,4.244,0.01,
4000,78,117,4.244,0.01,
4001,78,117,4.372,0.01,
4002,78,117,4.372,0.01,
4004,78,117,4.295,0.01,
4006,80,120,4.4,0.01,
4008,80,120,4.35,0.01,
4009,82,123,4.171,0.01,
4010,82,123,4.171,0.01,
4012,84,126,4.417,0.01,
4013,86,129,4.186,0.01,
4014,86,129,4.523,0.01,
4015,86,129,4.523,0.01,
4016,86,129,4.593,0.01,
4017,86,129,4.593,0.01,
4018,88,132,4.443,0.01,
4019,88,132,4.443,0.01,
4020,38,57,2.842,0.0,
4021,88,132,4.455,0.01,
4022,48,72,3.25,0.0,
4023,88,132,4.659,0.01,
4024,60,90,3.667,0.0,
4025,88,132,4.705,0.01,
4026,90,135,4.667,0.01,
4027,90,135,4.667,0.01,
4028,94,141,4.755,0.01,
4029,92,138,4.5,0.01,
4030,118,177,5.5,0.03,
4031,94,141,4.755,0.02,
4032,96,144,4.5,0.02,
4033,98,147,4.776,0.02,
4034,98,147,4.776,0.02,
4036,98,147,4.786,0.02,
4038,98,147,4.878,0.02,
4040,98,147,5.0,0.02,
4041,100,150,5.09,0.02,
4042,100,150,5.09,0.02,
4043,100,150,5.0,0.02,
4044,100,150,5.0,0.02,
4046,100,150,5.14,0.02,
4047,104,156,4.865,0.02,
4048,104,156,4.865,0.02,
4050,104,156,5.048,0.02,
4051,108,162,4.87,0.02,
4052,108,162,5.343,0.02,
4053,108,162,5.343,0.02,
4054,110,165,5.155,0.02,
4055,110,165,5.155,0.02,
4056,110,165,5.164,0.02,
4057,110,165,5.164,0.02,
4058,110,165,5.282,0.02,
4059,110,165,5.282,0.03,
4061,110,165,5.482,0.03,
4062,112,168,5.464,0.03,
4063,112,168,5.464,0.03,
4064,112,168,5.393,0.03,
4065,112,168,5.393,0.03,
4066,116,174,5.25,0.03,
4067,116,174,5.25,0.03,
4068,118,177,5.5,0.03,
4069,118,177,5.5,0.03,
4070,122,183,5.303,0.03,
4071,50,75,3.3,0.0,
4072,122,183,5.541,0.04,
4073,62,93,3.71,0.01,
4074,122,183,5.664,0.04,
4075,78,117,4.244,0.01,
4076,122,183,5.803,0.04,
4077,124,186,5.597,0.04,
4078,124,186,5.597,0.04,
4079,124,186,5.863,0.04,
4080,124,186,5.863,0.04,
4081,154,231,6.682,0.07,
4082,124,186,5.952,0.04,
4083,126,189,5.841,0.04,
4084,126,189,5.841,0.04,
4085,130,195,5.677,0.04,
4086,130,195,5.677,0.04,
4088,132,198,5.947,0.04,
4089,136,204,5.735,0.04,
4091,136,204,6.103,0.04,
4093,136,204,6.25,0.04,
4095,138,207,6.029,0.05,
4097,138,207,6.029,0.04,
4099,140,210,6.379,0.03,
4100,140,210,6.286,0.03,
4101,140,210,6.286,0.04,
4103,140,210,6.479,0.04,
4104,146,219,6.178,0.04,
4105,146,219,6.178,0.04,
4106,148,222,6.453,0.04,
4107,148,222,6.453,0.06,
4108,152,228,6.237,0.05,
4109,154,231,6.539,0.07,
4110,154,231,6.539,0.07,
4112,154,231,6.545,0.07,
4114,154,231,6.682,0.07,
4115,36,54,2.778,0.0,
4116,154,231,6.844,0.07,
4117,156,234,6.891,0.06,
4118,156,234,6.891,0.05,
4119,156,234,7.0,0.05,
4120,156,234,7.0,0.05,
4121,70,105,4.057,0.0,
4122,158,237,6.861,0.05,
4123,88,132,4.659,0.01,
4124,162,243,6.679,0.05,
4125,164,246,6.957,0.08,
4126,164,246,6.957,0.08,
4127,170,255,6.794,0.09,
4128,156,234,6.891,0.08,
4129,172,258,7.105,0.1,
4131,172,258,7.105,0.1,
4133,172,258,7.256,0.09,
4134,172,258,7.424,0.09,
4135,172,258,7.424,0.07,
4136,174,261,7.58,0.06,
4137,174,261,7.58,0.06,
4138,176,264,7.523,0.06,
4139,176,264,7.523,0.06,
4141,176,264,7.432,0.06,
4143,182,273,7.308,0.07,
4144,184,276,7.582,0.07,
4145,184,276,7.582,0.1,
4168,80,120,4.35,0.01,
4172,126,189,5.841,0.04,
4214,88,132,4.705,0.01,
4218,140,210,6.479,0.05,
4220,174,261,7.58,0.1,
4254,56,84,3.464,0.0,
4256,70,105,4.029,0.01,
4263,154,231,6.844,0.07,
4750,4,4,1.0,0.0,
4751,8,12,1.0,0.0,
4752,16,32,1.75,0.0,
4753,32,80,2.875,0.0,
4754,64,192,4.438,0.01,
4755,128,448,7.219,0.05,
4900,3,2,1.0,0.0,
4901,7,6,1.0,0.0,
4902,15,14,1.133,0.0,
4903,31,30,1.613,0.0,
4904,63,62,2.143,0.0,
4905,127,126,3.0,0.03,
5050,7,6,1.0,0.0,
5051,15,14,1.133,0.0,
5052,31,30,1.613,0.0,
5053,63,62,2.143,0.0,
5054,127,126,3.0,0.03,
5056,13,12,1.077,0.0,
5057,40,39,1.575,0.0,
5058,121,120,2.463,0.02,
5062,21,20,1.333,0.0,
5063,21,20,1.333,0.0,
5064,85,84,1.824,0.01,
5065,85,84,1.824,0.01,
5068,156,155,2.103,0.08,
5071,31,30,1.258,0.0,
5072,31,30,1.258,0.0,
5073,156,155,2.103,0.08,
5074,156,155,2.103,0.08,
5200,10,30,1.9,0.0,
5201,15,60,2.267,0.0,
5202,21,105,2.762,0.0,
5203,28,168,3.25,0.0,
5204,35,210,3.571,0.0,
5205,28,168,3.25,0.0,
5206,56,420,4.571,0.01,
5207,56,420,4.571,0.01,
5208,36,252,3.694,0.0,
5209,91,1092,6.659,0.03,
5210,84,756,6.048,0.03,
5211,126,1260,8.032,0.09,
5212,126,1260,8.032,0.09,
5213,45,360,4.156,0.01,
5214,120,1260,7.767,0.08,
5215,120,1260,7.767,0.08,
5218,55,495,4.636,0.01,
5219,165,1980,10.055,0.28,
5220,165,1980,10.055,0.18,
5224,66,660,5.303,0.01,
5229,78,858,5.91,0.02,
5234,91,1092,6.659,0.04,
5239,105,1365,7.39,0.06,
5242,120,1680,8.117,0.08,
5245,136,2040,8.956,0.12,
5247,153,2448,9.915,0.22,
5249,171,2907,10.842,0.38,
5400,10,15,1.1,0.0,
5401,15,45,2.0,0.0,
5402,21,105,2.762,0.0,
5403,28,210,3.036,0.0,
5404,35,70,2.857,0.0,
5405,28,210,3.036,0.0,
5406,55,990,4.709,0.01,
5407,56,280,4.143,0.01,
5408,36,378,3.639,0.0,
5409,84,840,5.952,0.04,
5410,84,840,5.952,0.04,
5411,126,315,5.976,0.07,
5412,126,315,5.976,0.07,
5413,45,630,4.2,0.01,
5414,171,11628,12.263,0.64,
5415,120,2100,8.033,0.14,
5417,55,990,4.709,0.01,
5418,165,4620,10.921,0.47,
5420,66,1485,5.682,0.03,
5422,78,2145,6.218,0.05,
5424,91,3003,7.253,0.07,
5426,105,4095,8.162,0.15,
5427,120,5460,8.8,0.15,
5428,136,7140,9.794,0.14,
5429,153,9180,11.203,0.34,
5430,171,11628,12.263,0.53,
5550,10,1,1.0,0.0,
5551,10,1,1.0,0.0,
5552,10,1,1.0,0.0,
5553,11,1,1.0,0.0,
5554,10,1,1.0,0.0,
5555,10,1,1.0,0.0,
5556,12,1,1.0,0.0,
5557,10,0,1.0,0.0,
5558,10,0,1.0,0.0,
5559,13,1,1.0,0.0,
5560,10,2,1.0,0.0,
5561,13,0,1.0,0.0,
5562,10,1,1.0,0.0,
5563,14,1,1.0,0.0,
5564,10,0,1.0,0.0,
5565,10,2,1.0,0.0,
5566,10,2,1.0,0.0,
5567,10,6,1.0,0.0,
5568,10,6,1.0,0.0,
5569,10,3,1.0,0.0,
5570,10,3,1.0,0.0,
5571,10,2,1.0,0.0,
5572,10,2,1.0,0.0,
5573,18,0,1.0,0.0,
5574,10,7,1.0,0.0,
5575,20,1,1.0,0.0,
5576,10,5,1.0,0.0,
5577,10,3,1.0,0.0,
5578,10,3,1.0,0.0,
5579,22,1,1.0,0.0,
5580,10,9,1.1,0.0,
5581,24,1,1.0,0.0,
5582,10,6,1.1,0.0,
5583,10,4,1.0,0.0,
5584,10,4,1.0,0.0,
5585,26,1,1.0,0.0,
5586,10,16,1.3,0.0,
5587,10,9,1.3,0.0,
5588,10,9,1.3,0.0,
5589,10,11,1.1,0.0,
5590,10,11,1.1,0.0,
5591,31,2,1.0,0.0,
5592,10,18,1.6,0.0,
5593,33,4,1.0,0.0,
5594,10,13,1.2,0.0,
5595,36,5,1.028,0.0,
5596,10,19,1.5,0.0,
5597,36,2,1.028,0.0,
5598,10,28,1.9,0.0,
5599,40,5,1.025,0.0,
5600,10,19,1.6,0.0,
5601,10,26,1.8,0.0,
5602,10,26,1.8,0.0,
5603,43,2,1.07,0.0,
5604,10,32,2.0,0.0,
5605,47,6,1.021,0.0,
5606,10,27,1.6,0.0,
5607,51,9,1.02,0.0,
5608,10,29,1.8,0.0,
5609,51,5,1.0,0.0,
5610,10,34,1.9,0.0,
5611,10,31,1.8,0.0,
5612,10,31,1.8,0.0,
5613,10,39,1.8,0.0,
5614,10,39,1.8,0.0,
5615,61,9,1.0,0.0,
5616,10,41,2.0,0.0,
5617,67,11,1.015,0.0,
5618,10,37,2.0,0.0,
5619,11,1,1.0,0.0,
5620,73,13,1.041,0.0,
5621,11,1,1.0,0.0,
5622,79,20,1.089,0.0,
5623,11,1,1.0,0.0,
5624,11,1,1.0,0.0,
5625,86,21,1.105,0.0,
5626,11,0,1.0,0.0,
5627,11,0,1.0,0.0,
5628,11,2,1.0,0.0,
5629,11,2,1.0,0.0,
5630,11,1,1.0,0.0,
5631,11,1,1.0,0.0,
5632,102,29,1.176,0.01,
5633,11,0,1.0,0.0,
5634,112,32,1.054,0.01,
5635,11,2,1.0,0.0,
5636,112,36,1.241,0.01,
5637,11,6,1.0,0.0,
5638,122,43,1.148,0.01,
5639,11,3,1.0,0.0,
5640,11,3,1.0,0.0,
5641,11,3,1.0,0.0,
5642,11,7,1.0,0.0,
5643,11,7,1.0,0.0,
5644,11,5,1.0,0.0,
5645,11,5,1.0,0.0,
5646,11,4,1.0,0.0,
5647,11,4,1.0,0.0,
5648,158,58,1.399,0.03,
5649,11,9,1.182,0.0,
5650,11,6,1.0,0.0,
5651,11,6,1.0,0.0,
5653,11,7,1.0,0.0,
5654,11,16,1.455,0.0,
5655,11,16,1.455,0.0,
5657,11,10,1.182,0.0,
5659,11,15,1.364,0.0,
5661,11,19,1.455,0.0,
5662,11,14,1.182,0.0,
5663,11,14,1.182,0.0,
5664,11,24,1.818,0.0,
5665,11,24,1.818,0.0,
5666,11,30,1.909,0.0,
5667,11,30,1.909,0.0,
5668,11,23,2.0,0.0,
5669,11,23,2.0,0.0,
5671,11,33,2.091,0.0,
5673,11,36,1.909,0.0,
5675,11,33,1.909,0.0,
5677,11,36,1.909,0.0,
5678,11,40,2.091,0.0,
5679,11,40,2.091,0.0,
5680,11,38,1.909,0.0,
5681,11,38,1.909,0.0,
5683,11,48,2.273,0.0,
5684,11,50,2.273,0.0,
5685,11,50,2.273,0.0,
5687,11,46,2.091,0.0,
5689,12,1,1.0,0.0,
5690,12,1,1.0,0.0,
5692,12,1,1.0,0.0,
5693,12,1,1.0,0.0,
5695,12,0,1.0,0.0,
5696,12,0,1.0,0.0,
5698,12,2,1.0,0.0,
5699,12,1,1.0,0.0,
5700,12,1,1.0,0.0,
5702,12,0,1.0,0.0,
5703,12,2,1.0,0.0,
5704,12,2,1.0,0.0,
5706,12,7,1.083,0.0,
5708,12,3,1.0,0.0,
5710,12,3,1.0,0.0,
5712,12,8,1.25,0.0,
5714,12,5,1.0,0.0,
5715,12,5,1.0,0.0,
5716,12,5,1.0,0.0,
5718,12,10,1.25,0.0,
5720,12,6,1.0,0.0,
5721,12,8,1.083,0.0,
5722,12,8,1.083,0.0,
5724,12,19,1.417,0.0,
5726,12,12,1.25,0.0,
5727,12,16,1.417,0.0,
5728,12,16,1.417,0.0,
5729,12,22,1.583,0.0,
5730,12,22,1.583,0.0,
5732,12,17,1.583,0.0,
5734,12,26,1.833,0.0,
5735,12,36,2.0,0.0,
5736,12,36,2.0,0.0,
5737,12,28,2.0,0.0,
5738,12,28,2.0,0.0,
5739,12,40,2.0,0.0,
5740,12,40,2.0,0.0,
5742,12,44,2.0,0.0,
5744,12,39,1.75,0.0,
5746,12,44,2.167,0.0,
5748,12,50,2.083,0.0,
5750,12,46,1.833,0.0,
5751,12,57,2.167,0.0,
5752,12,57,2.167,0.0,
5754,12,61,2.167,0.0,
5756,12,56,1.917,0.0,
5758,13,1,1.0,0.0,
5759,13,1,1.0,0.0,
5762,13,1,1.0,0.0,
5764,13,0,1.0,0.0,
5765,13,0,1.0,0.0,
5766,13,2,1.0,0.0,
5767,13,2,1.0,0.0,
5769,13,1,1.0,0.0,
5770,13,0,1.0,0.0,
5771,13,0,1.0,0.0,
5772,10,1,1.0,0.0,
5773,13,2,1.0,0.0,
5774,13,9,1.154,0.0,
5775,13,9,1.154,0.0,
5776,11,1,1.0,0.0,
5777,13,3,1.0,0.0,
5778,13,4,1.0,0.0,
5779,13,4,1.0,0.0,
5780,12,0,1.0,0.0,
5781,13,10,1.077,0.0,
5782,13,5,1.0,0.0,
5783,13,5,1.0,0.0,
5784,14,1,1.0,0.0,
5785,13,6,1.0,0.0,
5786,14,0,1.0,0.0,
5787,13,12,1.077,0.0,
5788,15,2,1.0,0.0,
5789,13,6,1.0,0.0,
5790,13,11,1.231,0.0,
5791,13,11,1.231,0.0,
5792,13,22,1.462,0.0,
5793,13,22,1.462,0.0,
5794,13,13,1.308,0.0,
5795,13,13,1.308,0.0,
5796,20,2,1.0,0.0,
5797,13,20,1.462,0.0,
5798,13,25,1.692,0.0,
5799,13,25,1.692,0.0,
5800,13,21,1.462,0.0,
5801,13,21,1.462,0.0,
5802,24,4,1.0,0.0,
5803,13,32,1.769,0.0,
5804,13,42,1.923,0.0,
5805,13,42,1.923,0.0,
5806,26,3,1.0,0.0,
5807,13,32,1.615,0.0,
5808,28,5,1.0,0.0,
5809,13,50,2.077,0.0,
5810,28,2,1.0,0.0,
5811,13,53,1.923,0.0,
5812,13,47,1.846,0.0,
5813,13,47,1.846,0.0,
5814,33,8,1.061,0.0,
5815,13,54,2.154,0.0,
5816,33,3,1.0,0.0,
5817,13,60,2.154,0.0,
5818,36,8,1.0,0.0,
5819,13,55,2.077,0.0,
5820,13,69,2.154,0.0,
5821,13,69,2.154,0.0,
5822,13,72,2.231,0.0,
5823,13,72,2.231,0.0,
5824,13,65,2.231,0.0,
5825,13,65,2.231,0.0,
5826,47,15,1.085,0.0,
5827,14,1,1.0,0.0,
5828,14,1,1.0,0.0,
5829,51,17,1.118,0.0,
5830,14,1,1.0,0.0,
5831,14,1,1.0,0.0,
5832,56,20,1.179,0.0,
5833,14,0,1.0,0.0,
5834,14,0,1.0,0.0,
5835,14,2,1.0,0.0,
5836,14,2,1.0,0.0,
5837,14,1,1.0,0.0,
5838,14,1,1.0,0.0,
5839,14,0,1.0,0.0,
5840,14,0,1.0,0.0,
5841,14,2,1.0,0.0,
5842,14,2,1.0,0.0,
5843,73,26,1.26,0.0,
5844,14,9,1.071,0.0,
5845,79,36,1.405,0.0,
5846,14,3,1.0,0.0,
5847,86,40,1.442,0.0,
5848,14,4,1.0,0.0,
5849,14,10,1.071,0.0,
5850,14,10,1.071,0.0,
5851,94,53,1.574,0.01,
5852,14,7,1.143,0.0,
