topo,n,p,inst_seed,arm,family,algo_seed,switch_val,status,success,acl,acl_spur,max_chain,qubits,wall,n_edges,err
P16,180,0.055865921787709494,102,boltz-8.0,root,1,8.0,SUCCESS,1,9.5722,9.2444,21,1723,12.4818,877,
P16,180,0.055865921787709494,102,tree-union,tree,1,1,SUCCESS,1,9.4444,9.0556,19,1700,15.3257,877,
P16,140,0.07194244604316546,104,beta-2.0,beta,2,2.0,TIMEOUT,0,,,,,60.8868,718,
P16,180,0.055865921787709494,102,beta-16.0,beta,0,16.0,SUCCESS,1,9.1833,8.8667,19,1653,18.9984,877,
P16,140,0.07194244604316546,104,beta-2.0,beta,3,2.0,TIMEOUT,0,,,,,60.6982,718,
P16,180,0.055865921787709494,102,beta-16.0,beta,2,16.0,SUCCESS,1,9.4722,9.0778,19,1705,11.0564,877,
P16,180,0.055865921787709494,102,boltz-8.0,root,2,8.0,SUCCESS,1,9.3278,8.9556,20,1679,12.1406,877,
P16,180,0.055865921787709494,102,boltz-2.0,root,2,2.0,SUCCESS,1,9.3722,9.0278,21,1687,13.0637,877,
P16,180,0.055865921787709494,102,stock,stock,4,,SUCCESS,1,9.0722,8.7389,19,1633,8.6259,877,
P16,180,0.055865921787709494,102,boltz-0.5,root,3,0.5,SUCCESS,1,9.2333,8.8667,19,1662,11.2403,877,
P16,180,0.055865921787709494,102,boltz-0.5,root,0,0.5,SUCCESS,1,8.8778,8.6389,19,1598,22.9574,877,
P16,180,0.055865921787709494,102,beta-16.0,beta,3,16.0,SUCCESS,1,9.6611,9.2778,22,1739,9.5562,877,
P16,180,0.055865921787709494,102,beta-dhat,beta,3,5.0,SUCCESS,1,9.8778,9.4111,21,1778,9.1764,877,
P16,180,0.055865921787709494,102,beta-16.0,beta,1,16.0,SUCCESS,1,8.9833,8.7444,20,1617,16.8211,877,
P16,140,0.07194244604316546,104,beta-2.0,beta,4,2.0,TIMEOUT,0,,,,,60.725,718,
